trial,step,timestamp,config_name,config_description,eef_pos_x,eef_pos_y,eef_pos_z,eef_quat_x,eef_quat_y,eef_quat_z,eef_quat_w,gripper_pos,cube_1_pos_x,cube_1_pos_y,cube_1_pos_z,cube_1_quat_x,cube_1_quat_y,cube_1_quat_z,cube_1_quat_w,cube_2_pos_x,cube_2_pos_y,cube_2_pos_z,cube_2_quat_x,cube_2_quat_y,cube_2_quat_z,cube_2_quat_w,cube_3_pos_x,cube_3_pos_y,cube_3_pos_z,cube_3_quat_x,cube_3_quat_y,cube_3_quat_z,cube_3_quat_w,gripper_to_cube_1_x,gripper_to_cube_1_y,gripper_to_cube_1_z,gripper_to_cube_1_dist,gripper_to_cube_2_x,gripper_to_cube_2_y,gripper_to_cube_2_z,gripper_to_cube_2_dist,gripper_to_cube_3_x,gripper_to_cube_3_y,gripper_to_cube_3_z,gripper_to_cube_3_dist,cube_1_to_cube_2_x,cube_1_to_cube_2_y,cube_1_to_cube_2_z,cube_1_to_cube_2_dist,cube_2_to_cube_3_x,cube_2_to_cube_3_y,cube_2_to_cube_3_z,cube_2_to_cube_3_dist,cube_1_to_cube_3_x,cube_1_to_cube_3_y,cube_1_to_cube_3_z,cube_1_to_cube_3_dist,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7
0,10,0.5,config_00_random,Random configuration 1,0.51532215,0.05011192,0.44995314,0.0043576197,0.9987835,0.025833303,0.041775692,0.0398052,0.6012459,-0.0011745415,0.051424034,0.0101501895,-0.0055634333,0.00040094228,0.9999329,0.55435926,0.102825224,0.047396634,0.0005843685,0.0004288879,-0.015617933,0.99987775,0.4541617,-0.2529616,0.05752415,0.0017414994,-0.009054287,0.003596633,0.999951,0.08482039,-0.050767124,-0.39749238,0.40959978,0.037933767,0.053232644,-0.40151978,0.40680563,-0.062263787,-0.3025542,-0.39139226,0.49860176,0.046886623,-0.103999764,0.0040274,0.11415133,0.10019755,0.35578683,-0.010127515,0.3697653,0.14708418,0.25178707,-0.0061001144,0.29166368,0.52946943,0.060990155,0.44449422,0.0052837576,0.9997809,-0.002327439,0.006647682,1.0002165
0,11,0.55,config_00_random,Random configuration 1,0.51949793,0.053178538,0.45034012,0.005423071,0.9990109,0.022009049,0.038254008,0.039558366,0.6098451,-0.0018087756,0.046594236,0.0052402145,0.0043213167,-0.018024392,0.9998145,0.5540483,0.10378165,0.053086385,-0.011320969,0.016059088,0.005997241,0.99978894,0.45407334,-0.25508338,0.047837596,-0.0022545506,0.0040718624,0.0016602537,0.9999878,0.09139192,-0.055803217,-0.4040564,0.41800487,0.03559512,0.04978721,-0.39756423,0.40224755,-0.06437984,-0.30907783,-0.40281305,0.51179314,0.055796802,-0.105590425,-0.006492149,0.119602546,0.09997496,0.35886502,0.0052487887,0.37256762,0.15577176,0.25327462,-0.0012433603,0.2973456,0.53062326,0.06384573,0.44547865,0.0058872066,0.9999213,-0.0008273435,0.005328875,1.0001472
0,12,0.6000000000000001,config_00_random,Random configuration 1,0.5191706,0.057238538,0.4512652,0.0064017815,0.9991544,0.023835124,0.032883354,0.04024375,0.60158396,-0.0019042426,0.051943984,0.00046176693,0.008264864,0.008185436,0.9999322,0.556002,0.10102137,0.04923082,0.009742455,0.00831673,-0.008723671,0.9998799,0.44782117,-0.2507924,0.045196887,0.012925199,0.008366659,0.008564135,0.99984473,0.08114618,-0.05954004,-0.39961058,0.4120902,0.035564244,0.043385573,-0.40232375,0.4062161,-0.07261661,-0.30842823,-0.40635768,0.5152938,0.045581937,-0.10292561,0.0027131625,0.11259998,0.10818085,0.3518138,0.0040339343,0.3680928,0.15376279,0.24888816,0.006747097,0.2926326,0.5316888,0.06652932,0.4461286,0.006478183,0.99988,0.0014604715,0.0036379192,1.0000955
0,13,0.65,config_00_random,Random configuration 1,0.52273476,0.059272017,0.4520312,0.0030965887,0.99932677,0.02213863,0.029091116,0.040885277,0.5971993,0.0013335464,0.037699763,-0.00064859533,-0.0076554436,0.010232366,0.9999181,0.56100416,0.108614996,0.049026567,-0.0022476814,-0.015781732,-0.007133889,0.9998475,0.44604343,-0.24610025,0.050669417,-0.0073104273,-0.007490167,0.0016658545,0.99994385,0.07486576,-0.059401106,-0.4142356,0.42511705,0.0386706,0.047880344,-0.40290877,0.40758243,-0.07629013,-0.3068349,-0.40126592,0.51086414,0.03619516,-0.10728145,-0.011326805,0.113787934,0.11496073,0.35471523,-0.0016428493,0.37288275,0.15115589,0.2474338,-0.012969654,0.29024094,0.53309226,0.069571465,0.4462229,0.0072006616,0.99994624,0.004012192,0.0019048989,1.0001782
0,14,0.7000000000000001,config_00_random,Random configuration 1,0.52354455,0.06305281,0.45321763,0.006465739,0.99951345,0.019580299,0.02340045,0.04006866,0.5983971,0.0063088303,0.048892003,-0.011022087,0.01644071,0.0075137923,0.9997758,0.5529059,0.09686052,0.057608366,0.0001677058,-0.012571663,-0.006829494,0.99989766,0.451345,-0.23670125,0.05076773,0.010333646,-0.0037883844,0.008006896,0.9999074,0.07414603,-0.057204157,-0.4031259,0.4138604,0.028654873,0.033347532,-0.39440954,0.39685267,-0.07290605,-0.30021423,-0.40125018,0.5064046,0.04549116,-0.09055169,-0.008716363,0.10171052,0.10156092,0.33356178,0.006840635,0.34874758,0.14705208,0.24301007,-0.0018757284,0.28404528,0.53462976,0.073150076,0.44531384,0.0079934485,0.999868,0.0065198783,-0.00041187368,1.0001937
0,15,0.75,config_00_random,Random configuration 1,0.52535164,0.066934034,0.45194685,0.0062960316,0.9996162,0.019486004,0.018654251,0.040297654,0.59282947,0.0043317233,0.046278697,0.0033256148,-0.0099857375,0.0009324146,0.9999442,0.5593362,0.10133154,0.04992807,0.010037378,0.0042871577,-0.0027518168,0.99993664,0.4568967,-0.23895939,0.045938842,-0.01611659,0.0066968775,0.0018957454,0.99984586,0.066687286,-0.06185711,-0.40545234,0.4155299,0.033194005,0.035142705,-0.40180296,0.40470046,-0.06924549,-0.3051482,-0.40579218,0.51242334,0.03349328,-0.09699982,-0.0036493726,0.10268438,0.10243949,0.34029093,0.003989227,0.3553979,0.13593277,0.24329111,0.0003398545,0.27869052,0.53574723,0.07641408,0.44387022,0.008539591,0.99985033,0.009064522,-0.0028044763,1.0000818
0,16,0.8,config_00_random,Random configuration 1,0.5276323,0.067756325,0.4515095,0.0057474123,0.99968374,0.019376082,0.014963433,0.040736225,0.5945066,0.0021030535,0.051603317,-0.0051184534,-0.02763666,-0.004312344,0.9995956,0.5424287,0.10540526,0.053810827,0.0033005245,0.004652219,-0.013585056,0.99989146,0.4441258,-0.24810839,0.05751674,0.0033726955,-0.005278708,-0.007236987,0.99995416,0.06667018,-0.066788904,-0.3992919,0.4102922,0.01459223,0.036513306,-0.3970844,0.39902654,-0.08371064,-0.31700033,-0.3933785,0.51209694,0.05207795,-0.10330221,-0.0022075102,0.115707956,0.09830287,0.35351366,-0.0037059113,0.36694562,0.15038082,0.25021145,-0.0059134215,0.29198483,0.53739643,0.07982662,0.44134533,0.008804391,0.9998447,0.0114235105,-0.00528635,1.0000429
0,17,0.8500000000000001,config_00_random,Random configuration 1,0.5292604,0.071494624,0.4504744,0.0051303497,0.9997021,0.020234277,0.012650033,0.04059962,0.604272,0.0031702719,0.05443558,-0.015257755,-0.005942885,-0.01781679,0.9997072,0.55161786,0.09501211,0.054433618,0.010087482,0.0039593284,0.008120846,0.9999084,0.45335513,-0.24426138,0.053244237,-0.022087948,0.0099376,-0.0031867055,0.99970156,0.07477903,-0.06855029,-0.39507663,0.40789285,0.022124887,0.02329155,-0.3950786,0.39638254,-0.07613784,-0.31598195,-0.39626798,0.5125133,0.052654147,-0.09184184,1.963228e-06,0.10586493,0.09826273,0.3392735,0.0011893809,0.35321876,0.15091687,0.24743165,0.0011913441,0.2898271,0.5393096,0.08352324,0.43804437,0.008875288,0.9998205,0.013430262,-0.0078073265,1.0000843
0,18,0.9,config_00_random,Random configuration 1,0.5312854,0.075517476,0.44611695,0.0065928567,0.99972826,0.020650888,0.008574414,0.03963906,0.60225266,0.0033056752,0.054492466,0.0017662307,0.010691901,-0.006802888,0.9999181,0.54830927,0.096489534,0.05392433,-0.0083823595,0.0020111331,0.00612492,0.9999441,0.44636938,-0.24371904,0.049712345,-0.005623477,0.01370805,-0.016381571,0.99975604,0.071048975,-0.07143242,-0.39301208,0.4057204,0.01710558,0.021751441,-0.39358023,0.39455178,-0.08483431,-0.31845713,-0.39779222,0.5165757,0.053943396,-0.09318386,0.0005681366,0.107672855,0.10193989,0.3402086,0.0042119846,0.35517794,0.15588328,0.24702471,0.004780121,0.29213637,0.5416949,0.08760085,0.43385875,0.008644291,0.99979997,0.014904615,-0.0104931,1.000143
0,19,0.9500000000000001,config_00_random,Random configuration 1,0.5359289,0.07940421,0.4447962,0.0044809384,0.9998058,0.01875327,0.004073945,0.04034602,0.5992591,-0.007250821,0.05107062,0.010289443,0.016443402,-0.0055789514,0.9997962,0.5498894,0.09071474,0.04403957,0.02083625,0.0026409987,-0.02361285,0.99950063,0.44973332,-0.2517895,0.052512374,-0.020533325,0.012476295,-0.01098934,0.9996509,0.066176176,-0.08526606,-0.39376122,0.40828604,0.016806483,0.0126995,-0.40079227,0.40134546,-0.083349586,-0.32980475,-0.39231947,0.5192619,0.049369693,-0.09796556,0.0070310496,0.10992749,0.10015607,0.34250426,-0.008472804,0.35694847,0.14952576,0.2445387,-0.0014417544,0.28663427,0.5445151,0.09134377,0.4284764,0.008102293,0.9998145,0.015889883,-0.013028684,1.0001364
0,20,1.0,config_00_random,Random configuration 1,0.5356223,0.08302202,0.44321623,0.007040019,0.9997529,0.021038292,0.001420521,0.03922183,0.6002973,0.0016237507,0.05944774,0.0015082211,-0.0058936337,-0.011073827,0.99992025,0.55095005,0.09716067,0.056474376,0.0039635273,-0.011900614,-0.00011438315,0.9999213,0.44746166,-0.25461656,0.06252006,0.009495787,-0.0015575166,0.0047456007,0.9999424,0.065114856,-0.07992301,-0.38190037,0.39556986,0.015767634,0.015613906,-0.38487372,0.3855129,-0.08772075,-0.3361633,-0.37882805,0.51401496,0.04934722,-0.09553692,0.0029733628,0.10756994,0.103488386,0.35177723,-0.0060456805,0.3667337,0.15283561,0.2562403,-0.0030723177,0.29837435,0.54792595,0.094759084,0.42171174,0.007454851,0.9996332,0.01678836,-0.015169043,1.0001493
0,21,1.05,config_00_random,Random configuration 1,0.53761715,0.08418053,0.4378736,0.0075135315,0.9997083,0.02273352,-0.003170477,0.03962385,0.59593517,0.0005739319,0.05237712,-0.014955633,-0.0011230566,0.007950725,0.99985594,0.55159813,0.108659215,0.03939636,-0.015017837,0.0075130127,-0.001277823,0.9998582,0.44917148,-0.25698993,0.042306747,0.0004796387,-0.0065341396,0.001900703,0.99997675,0.058341503,-0.084674455,-0.38451308,0.39802486,0.014004469,0.023410827,-0.39749384,0.39842883,-0.08842218,-0.3422383,-0.39458343,0.5297562,0.044337034,-0.10808528,0.012980759,0.117544465,0.10242665,0.36564913,-0.0029103868,0.37973538,0.14676368,0.25756386,0.010070372,0.29661447,0.55155766,0.09804496,0.41416147,0.0069531626,0.9996246,0.016950907,-0.016914258,1.0001435
0,22,1.1,config_00_random,Random configuration 1,0.53940505,0.089633085,0.43169835,0.0070091183,0.99968815,0.02341419,-0.005121866,0.039718166,0.58979756,-0.008923673,0.05542216,-0.005697009,-0.011007273,-0.003466884,0.99991715,0.5490681,0.097111166,0.053200305,-0.0023626767,-0.011459374,0.013034757,0.9998466,0.44396377,-0.24575028,0.052116837,-0.00943674,-0.003691535,-0.00032511033,0.99994856,0.04946643,-0.097923465,-0.37594467,0.39162526,0.008736968,0.008111373,-0.37816653,0.3783544,-0.09636736,-0.33475006,-0.37925,0.5149513,0.040729463,-0.10603484,0.0022218563,0.11360992,0.10510433,0.34286144,0.0010834672,0.35861132,0.14583379,0.2368266,0.0033053234,0.27814612,0.55523574,0.101216376,0.40537077,0.0063261325,0.9996011,0.016754037,-0.018318567,1.0001208
0,23,1.1500000000000001,config_00_random,Random configuration 1,0.54317826,0.092520826,0.42284313,0.00792533,0.99963284,0.024569258,-0.008231638,0.03964365,0.5989601,-0.0056252996,0.04562286,-0.0062284986,-0.0019560365,-0.00679327,0.9999556,0.5562634,0.10136148,0.04975188,-0.014530583,0.0037728515,0.007684039,0.9998578,0.4502956,-0.25338957,0.057821877,-0.0075467834,-0.012636427,0.0133606745,0.9998025,0.055633605,-0.098327786,-0.3790605,0.395538,0.01293689,0.008658998,-0.37493148,0.3752545,-0.0930309,-0.34609205,-0.3668615,0.5128565,0.042696714,-0.10698678,-0.0041290224,0.11526591,0.10596779,0.35475105,-0.008069996,0.37032768,0.1486645,0.24776427,-0.012199018,0.28920078,0.5592545,0.10398698,0.39541572,0.0058657965,0.999584,0.016006518,-0.019345332,1.0000713
0,24,1.2000000000000002,config_00_random,Random configuration 1,0.5446037,0.09548043,0.41810727,0.0070626345,0.99960196,0.024917657,-0.011185159,0.040034264,0.59367144,-0.00042395628,0.048714824,0.01099233,0.0056990483,-0.014282283,0.9998213,0.54981536,0.098525204,0.053749226,-0.0031436477,0.0055884128,0.0014016638,0.9999784,0.4470908,-0.25101095,0.042842813,-0.0018968862,-0.006854386,-0.004850181,0.9999629,0.04706192,-0.096702166,-0.3681254,0.3835133,0.0032058358,0.0022469908,-0.363091,0.36311212,-0.09951872,-0.34728917,-0.37399742,0.5199883,0.043856084,-0.09894916,-0.005034402,0.10834961,0.10272455,0.34953615,0.010906413,0.36448154,0.14658064,0.250587,0.005872011,0.29036906,0.56309754,0.10613766,0.3844949,0.005228284,0.9995825,0.015349201,-0.019662786,1.0000896
0,25,1.25,config_00_random,Random configuration 1,0.5491276,0.09907105,0.4073241,0.007623717,0.9995229,0.025550405,-0.0155885145,0.039969083,0.5990308,-0.0016378862,0.043280445,-0.0058947746,0.021727383,-0.011342725,0.9996822,0.54850227,0.09689659,0.045396496,-0.01794984,0.009651175,0.0020686635,0.99979013,0.4565841,-0.25568497,0.044636592,-0.0018663415,-0.0017128683,0.0019530604,0.9999948,0.048955202,-0.10125056,-0.36450127,0.381457,-0.0015733242,-0.0027160868,-0.3623852,0.3623988,-0.093491495,-0.35529765,-0.3631451,0.51657665,0.050528526,-0.09853447,-0.0021160506,0.110754915,0.09191817,0.35258156,0.00075990334,0.36436695,0.1424467,0.2540471,-0.0013561472,0.29126075,0.56673694,0.10783002,0.37307525,0.0046310322,0.9995793,0.014579533,-0.019440522,1.0000817
0,26,1.3,config_00_random,Random configuration 1,0.5542172,0.10163449,0.3993229,0.005972471,0.9995393,0.024005525,-0.017583769,0.040302966,0.59971404,-0.007026708,0.051946916,-0.002535934,0.0040050405,-0.001465931,0.99998766,0.54852575,0.10291487,0.05028778,0.005000791,-0.004274479,-0.004815496,0.9999667,0.4531597,-0.24211864,0.06625035,0.0050980756,-0.006522437,0.0014598465,0.99996465,0.046064258,-0.109625824,-0.34567636,0.36555696,-0.0051240325,0.0003157556,-0.3473355,0.34737343,-0.10049009,-0.34471774,-0.33137292,0.48860678,0.05118829,-0.10994158,0.0016591363,0.12128539,0.09536606,0.34503353,-0.015962567,0.35832614,0.14655435,0.23509194,-0.014303431,0.2774004,0.5693566,0.109697945,0.36149043,0.0041256975,0.9996734,0.013659402,-0.018788798,1.0000161
0,27,1.35,config_00_random,Random configuration 1,0.55747235,0.10409874,0.3857229,0.00607716,0.9994305,0.02456675,-0.02232396,0.040424336,0.5955868,-0.00078860094,0.05752202,0.016689647,0.0070244987,0.0036819945,0.9998293,0.55189407,0.1030125,0.04279639,0.013394405,-0.0060423603,-0.0020886294,0.99988985,0.4496075,-0.2489694,0.046333026,-0.0043161404,-0.015218146,0.013059461,0.99978954,0.03852564,-0.10594762,-0.3289685,0.34774905,-0.005167067,-0.0021465197,-0.34369415,0.3437397,-0.107453644,-0.35412842,-0.3401575,0.5026533,0.043692708,-0.1038011,0.014725633,0.11358066,0.10228658,0.3519819,-0.0035366379,0.3665601,0.14597929,0.2481808,0.011188995,0.28814727,0.572663,0.11101101,0.34810865,0.0034913903,0.9996929,0.012743002,-0.018155942,1.0000515
0,28,1.4000000000000001,config_00_random,Random configuration 1,0.56062657,0.10535253,0.37464738,0.0060325856,0.99945754,0.022928394,-0.022856094,0.040060755,0.6041808,0.0032606488,0.054263633,-0.0031424111,-0.004894357,0.0027313996,0.9999794,0.5447461,0.09640032,0.054666296,0.0050572893,0.0003258463,-0.008179537,0.9999537,0.44535193,-0.25192398,0.053529605,-0.007094624,-0.00031324205,-0.0005185419,0.99997467,0.043684065,-0.10410803,-0.32031852,0.33963323,-0.015750647,-0.010968357,-0.31991583,0.32049108,-0.11514482,-0.35929266,-0.32105255,0.49540314,0.059434712,-0.09313967,-0.0004026629,0.11048821,0.09939417,0.3483243,0.0011366904,0.36222965,0.15882888,0.25518462,0.0007340275,0.3005767,0.57611805,0.1131679,0.3351628,0.0029595713,0.9997295,0.011997979,-0.016711306,1.0000284
0,29,1.4500000000000002,config_00_random,Random configuration 1,0.56395483,0.10846215,0.36205712,0.005013788,0.9994073,0.02155963,-0.026363518,0.040081352,0.60072076,0.002100552,0.050663058,0.009240028,-0.0053776572,-0.01356777,0.99985075,0.5460825,0.10152793,0.041064523,-0.004476312,-0.008088401,-0.0048088743,0.9999457,0.4494356,-0.25207958,0.045055106,0.0056962646,-0.00061495736,0.017067995,0.99983793,0.03657061,-0.107248016,-0.3114663,0.3314375,-0.018067658,-0.007820636,-0.32106483,0.32166788,-0.11471456,-0.36142814,-0.31707424,0.49429324,0.054638267,-0.09942738,0.009598535,0.11385638,0.096646905,0.3536075,-0.003990583,0.36659896,0.15128517,0.25418013,0.0056079514,0.29584825,0.578646,0.113937736,0.32187933,0.0021392656,0.99974453,0.011633879,-0.015145082,1.0001609
